2009.05.05 05:41:10,GPSD=050509,GPST=054109.000,LAT=6723.6388,NS=N,LONG=2636.8107,EW=E,T=17.96,U=26.9,T1=25.238,T2=25.048,T3=25.082,T4=25.537,UVB1=0.000,UVB2=0.000,UVB3=0.001,UVB4=0.010,SR4=9.952,SR5=9.952,SR6=10.718,SR7=10.718,AntHeight=210,GeoidHeight=22
2009.05.05 06:42:40,GPSD=050509,GPST=064239.000,LAT=6741.4704,NS=N,LONG=2713.9493,EW=E,T=0.16,U=89.2,T1=24.960,T2=24.792,T3=25.086,T4=25.446,UVB1=0.101,UVB2=0.012,UVB3=0.079,UVB4=0.023,SR4=842.861,SR5=248.801,SR6=862.765,SR7=247.270,AntHeight=363,GeoidHeight=21
2009.05.05 06:42:50,GPSD=050509,GPST=064249.000,LAT=6741.3453,NS=N,LONG=2714.5161,EW=E,T=0.16,U=89.4,T1=24.941,T2=24.998,T3=25.128,T4=25.049,UVB1=0.111,UVB2=0.011,UVB3=0.084,UVB4=0.015,SR4=1021.233,SR5=248.036,SR6=1011.281,SR7=247.270,AntHeight=371,GeoidHeight=21
2009.05.05 06:43:00,GPSD=050509,GPST=064259.000,LAT=6741.2264,NS=N,LONG=2715.0848,EW=E,T=0.20,U=89.5,T1=24.891,T2=25.185,T3=25.101,T4=25.079,UVB1=0.105,UVB2=0.012,UVB3=0.081,UVB4=0.016,SR4=910.995,SR5=261.050,SR6=947.741,SR7=264.112,AntHeight=389,GeoidHeight=21
2009.05.05 06:43:10,GPSD=050509,GPST=064309.000,LAT=6741.1869,NS=N,LONG=2715.6999,EW=E,T=0.18,U=89.6,T1=24.884,T2=25.204,T3=24.975,T4=25.018,UVB1=0.087,UVB2=0.016,UVB3=0.094,UVB4=0.018,SR4=732.623,SR5=305.451,SR6=1031.185,SR7=297.796,AntHeight=385,GeoidHeight=21
2009.05.05 06:43:20,GPSD=050509,GPST=064319.000,LAT=6741.3402,NS=N,LONG=2716.1458,EW=E,T=0.20,U=89.7,T1=24.880,T2=24.987,T3=24.830,T4=24.988,UVB1=0.094,UVB2=0.013,UVB3=0.097,UVB4=0.016,SR4=747.934,SR5=246.504,SR6=1189.652,SR7=251.863,AntHeight=376,GeoidHeight=21
2009.05.05 06:43:30,GPSD=050509,GPST=064329.000,LAT=6741.5569,NS=N,LONG=2716.3925,EW=E,T=0.22,U=90.0,T1=24.872,T2=24.792,T3=24.823,T4=25.049,UVB1=0.105,UVB2=0.015,UVB3=0.100,UVB4=0.020,SR4=862.765,SR5=345.259,SR6=1264.675,SR7=345.259,AntHeight=372,GeoidHeight=21
2009.05.05 06:43:40,GPSD=050509,GPST=064339.000,LAT=6741.7809,NS=N,LONG=2716.5953,EW=E,T=0.26,U=90.1,T1=24.880,T2=24.967,T3=24.994,T4=24.866,UVB1=0.108,UVB2=0.011,UVB3=0.102,UVB4=0.013,SR4=926.305,SR5=285.547,SR6=1364.961,SR7=290.906,AntHeight=374,GeoidHeight=21
2009.05.05 06:43:50,GPSD=050509,GPST=064349.000,LAT=6742.0136,NS=N,LONG=2716.7967,EW=E,T=0.26,U=90.2,T1=24.891,T2=25.162,T3=25.124,T4=24.805,UVB1=0.101,UVB2=0.010,UVB3=0.088,UVB4=0.013,SR4=861.234,SR5=219.710,SR6=1095.490,SR7=222.007,AntHeight=370,GeoidHeight=21
2009.05.05 06:44:00,GPSD=050509,GPST=064359.000,LAT=6742.2493,NS=N,LONG=2716.9955,EW=E,T=0.28,U=90.0,T1=24.899,T2=25.219,T3=25.132,T4=24.774,UVB1=0.105,UVB2=0.013,UVB3=0.092,UVB4=0.016,SR4=733.389,SR5=241.146,SR6=948.506,SR7=241.911,AntHeight=365,GeoidHeight=21
2009.05.05 06:44:10,GPSD=050509,GPST=064409.000,LAT=6742.4833,NS=N,LONG=2717.1903,EW=E,T=0.28,U=89.7,T1=24.910,T2=25.025,T3=25.070,T4=24.805,UVB1=0.103,UVB2=0.011,UVB3=0.090,UVB4=0.013,SR4=745.638,SR5=227.366,SR6=983.721,SR7=231.959,AntHeight=358,GeoidHeight=21
2009.05.05 06:44:20,GPSD=050509,GPST=064419.000,LAT=6742.7193,NS=N,LONG=2717.3634,EW=E,T=0.30,U=89.4,T1=24.929,T2=24.800,T3=24.922,T4=25.323,UVB1=0.104,UVB2=0.016,UVB3=0.098,UVB4=0.027,SR4=809.178,SR5=248.801,SR6=1171.279,SR7=249.567,AntHeight=357,GeoidHeight=21
2009.05.05 06:44:30,GPSD=050509,GPST=064429.000,LAT=6742.9568,NS=N,LONG=2717.5329,EW=E,T=0.33,U=89.1,T1=24.945,T2=24.929,T3=24.815,T4=25.385,UVB1=0.106,UVB2=0.012,UVB3=0.095,UVB4=0.022,SR4=787.742,SR5=233.490,SR6=1116.925,SR7=243.442,AntHeight=350,GeoidHeight=21
2009.05.05 06:44:40,GPSD=050509,GPST=064439.000,LAT=6743.1921,NS=N,LONG=2717.7226,EW=E,T=0.32,U=88.6,T1=24.960,T2=25.177,T3=24.903,T4=25.446,UVB1=0.103,UVB2=0.010,UVB3=0.099,UVB4=0.020,SR4=762.480,SR5=226.600,SR6=1200.369,SR7=231.959,AntHeight=345,GeoidHeight=21
2009.05.05 06:44:50,GPSD=050509,GPST=064449.000,LAT=6743.4281,NS=N,LONG=2717.9064,EW=E,T=0.33,U=88.1,T1=24.979,T2=25.223,T3=25.044,T4=25.049,UVB1=0.104,UVB2=0.005,UVB3=0.099,UVB4=0.009,SR4=695.877,SR5=175.309,SR6=1132.236,SR7=182.199,AntHeight=334,GeoidHeight=21
2009.05.05 06:45:00,GPSD=050509,GPST=064459.000,LAT=6743.6640,NS=N,LONG=2718.0883,EW=E,T=0.30,U=87.9,T1=24.987,T2=25.063,T3=25.120,T4=25.049,UVB1=0.107,UVB2=0.009,UVB3=0.098,UVB4=0.011,SR4=779.321,SR5=172.247,SR6=1149.078,SR7=178.371,AntHeight=329,GeoidHeight=21
2009.05.05 06:45:10,GPSD=050509,GPST=064509.000,LAT=6743.9061,NS=N,LONG=2718.2515,EW=E,T=0.39,U=87.6,T1=24.998,T2=24.819,T3=25.124,T4=25.049,UVB1=0.109,UVB2=0.012,UVB3=0.110,UVB4=0.013,SR4=749.465,SR5=236.552,SR6=1236.350,SR7=238.849,AntHeight=333,GeoidHeight=21
2009.05.05 06:45:20,GPSD=050509,GPST=064519.000,LAT=6744.1444,NS=N,LONG=2718.3923,EW=E,T=0.39,U=86.9,T1=25.006,T2=24.903,T3=25.021,T4=25.018,UVB1=0.111,UVB2=0.022,UVB3=0.130,UVB4=0.025,SR4=752.527,SR5=417.220,SR6=1942.179,SR7=411.861,AntHeight=331,GeoidHeight=21
2009.05.05 06:45:30,GPSD=050509,GPST=064529.000,LAT=6744.3816,NS=N,LONG=2718.5114,EW=E,T=0.41,U=86.5,T1=25.009,T2=25.151,T3=24.868,T4=24.927,UVB1=0.110,UVB2=0.025,UVB3=0.109,UVB4=0.027,SR4=690.519,SR5=466.980,SR6=1525.725,SR7=486.885,AntHeight=328,GeoidHeight=21
2009.05.05 06:45:40,GPSD=050509,GPST=064539.000,LAT=6744.6168,NS=N,LONG=2718.6274,EW=E,T=0.43,U=86.4,T1=25.009,T2=25.231,T3=24.815,T4=24.866,UVB1=0.111,UVB2=0.018,UVB3=0.111,UVB4=0.021,SR4=791.570,SR5=385.833,SR6=1449.936,SR7=396.551,AntHeight=325,GeoidHeight=21
2009.05.05 06:45:50,GPSD=050509,GPST=064549.000,LAT=6744.8529,NS=N,LONG=2718.7500,EW=E,T=0.47,U=86.5,T1=25.009,T2=25.109,T3=24.960,T4=24.805,UVB1=0.107,UVB2=0.019,UVB3=0.113,UVB4=0.024,SR4=801.522,SR5=380.474,SR6=1579.313,SR7=388.895,AntHeight=329,GeoidHeight=21
2009.05.05 06:46:00,GPSD=050509,GPST=064559.000,LAT=6745.0881,NS=N,LONG=2718.8751,EW=E,T=0.45,U=86.4,T1=25.044,T2=24.834,T3=25.112,T4=24.805,UVB1=0.102,UVB2=0.009,UVB3=0.092,UVB4=0.010,SR4=887.263,SR5=345.259,SR6=1446.108,SR7=364.398,AntHeight=331,GeoidHeight=21
2009.05.05 06:46:10,GPSD=050509,GPST=064609.000,LAT=6745.3243,NS=N,LONG=2719.0002,EW=E,T=0.41,U=86.3,T1=25.036,T2=24.884,T3=25.139,T4=25.232,UVB1=0.103,UVB2=0.013,UVB3=0.090,UVB4=0.026,SR4=805.350,SR5=274.829,SR6=1086.304,SR7=284.016,AntHeight=328,GeoidHeight=21
2009.05.05 06:46:20,GPSD=050509,GPST=064619.000,LAT=6745.5593,NS=N,LONG=2719.1249,EW=E,T=0.41,U=86.3,T1=25.029,T2=25.132,T3=25.093,T4=25.293,UVB1=0.105,UVB2=0.005,UVB3=0.094,UVB4=0.017,SR4=767.073,SR5=169.185,SR6=1076.352,SR7=182.964,AntHeight=326,GeoidHeight=21
2009.05.05 06:46:30,GPSD=050509,GPST=064629.000,LAT=6745.7947,NS=N,LONG=2719.2489,EW=E,T=0.39,U=86.3,T1=25.013,T2=25.231,T3=24.952,T4=25.385,UVB1=0.109,UVB2=0.013,UVB3=0.109,UVB4=0.029,SR4=740.279,SR5=236.552,SR6=1366.492,SR7=244.208,AntHeight=330,GeoidHeight=21
2009.05.05 06:46:40,GPSD=050509,GPST=064639.000,LAT=6746.0243,NS=N,LONG=2719.3648,EW=E,T=0.35,U=85.9,T1=24.998,T2=25.120,T3=24.826,T4=25.446,UVB1=0.111,UVB2=0.008,UVB3=0.106,UVB4=0.016,SR4=671.380,SR5=170.716,SR6=1221.039,SR7=181.433,AntHeight=331,GeoidHeight=21
2009.05.05 06:46:50,GPSD=050509,GPST=064649.000,LAT=6746.2596,NS=N,LONG=2719.4711,EW=E,T=0.35,U=85.6,T1=24.979,T2=24.857,T3=24.891,T4=25.049,UVB1=0.116,UVB2=0.007,UVB3=0.118,UVB4=0.010,SR4=688.222,SR5=170.716,SR6=1364.961,SR7=174.544,AntHeight=332,GeoidHeight=21
2009.05.05 06:47:00,GPSD=050509,GPST=064659.000,LAT=6746.4904,NS=N,LONG=2719.5785,EW=E,T=0.33,U=85.3,T1=24.964,T2=24.868,T3=25.048,T4=25.049,UVB1=0.119,UVB2=0.020,UVB3=0.140,UVB4=0.023,SR4=777.025,SR5=337.604,SR6=1992.705,SR7=330.714,AntHeight=339,GeoidHeight=21
2009.05.05 06:47:10,GPSD=050509,GPST=064709.000,LAT=6746.7222,NS=N,LONG=2719.7042,EW=E,T=0.32,U=85.6,T1=24.948,T2=25.112,T3=25.120,T4=25.018,UVB1=0.118,UVB2=0.018,UVB3=0.122,UVB4=0.019,SR4=811.474,SR5=266.409,SR6=1772.229,SR7=269.471,AntHeight=347,GeoidHeight=21
2009.05.05 06:47:20,GPSD=050509,GPST=064719.000,LAT=6746.9499,NS=N,LONG=2719.8503,EW=E,T=0.28,U=86.4,T1=24.899,T2=25.227,T3=25.132,T4=24.988,UVB1=0.112,UVB2=0.018,UVB3=0.107,UVB4=0.026,SR4=930.899,SR5=496.071,SR6=1737.780,SR7=492.243,AntHeight=341,GeoidHeight=21
2009.05.05 06:47:30,GPSD=050509,GPST=064729.000,LAT=6747.1729,NS=N,LONG=2720.0043,EW=E,T=0.24,U=87.2,T1=24.887,T2=25.139,T3=25.029,T4=24.896,UVB1=0.104,UVB2=0.017,UVB3=0.093,UVB4=0.023,SR4=937.023,SR5=447.076,SR6=1374.913,SR7=457.794,AntHeight=337,GeoidHeight=21
2009.05.05 06:47:40,GPSD=050509,GPST=064739.000,LAT=6747.3905,NS=N,LONG=2720.1528,EW=E,T=0.20,U=87.9,T1=24.880,T2=24.865,T3=24.872,T4=24.835,UVB1=0.106,UVB2=0.015,UVB3=0.091,UVB4=0.019,SR4=963.051,SR5=342.197,SR6=1230.991,SR7=357.508,AntHeight=338,GeoidHeight=21
2009.05.05 06:47:50,GPSD=050509,GPST=064749.000,LAT=6747.6116,NS=N,LONG=2720.3126,EW=E,T=0.16,U=88.3,T1=24.880,T2=24.845,T3=24.815,T4=24.774,UVB1=0.105,UVB2=0.018,UVB3=0.092,UVB4=0.023,SR4=847.455,SR5=349.087,SR6=1133.002,SR7=347.556,AntHeight=339,GeoidHeight=21
2009.05.05 06:48:00,GPSD=050509,GPST=064759.000,LAT=6747.8356,NS=N,LONG=2720.4681,EW=E,T=0.08,U=88.4,T1=24.884,T2=25.090,T3=24.956,T4=24.805,UVB1=0.104,UVB2=0.016,UVB3=0.090,UVB4=0.020,SR4=822.957,SR5=296.265,SR6=1079.414,SR7=295.499,AntHeight=347,GeoidHeight=21
2009.05.05 06:48:10,GPSD=050509,GPST=064809.000,LAT=6748.0663,NS=N,LONG=2720.6214,EW=E,T=0.08,U=88.7,T1=24.887,T2=25.219,T3=25.101,T4=25.232,UVB1=0.107,UVB2=0.007,UVB3=0.093,UVB4=0.017,SR4=771.666,SR5=223.538,SR6=1015.108,SR7=229.663,AntHeight=352,GeoidHeight=21
2009.05.05 06:48:20,GPSD=050509,GPST=064819.000,LAT=6748.3004,NS=N,LONG=2720.7784,EW=E,T=0.00,U=88.5,T1=24.895,T2=25.154,T3=25.132,T4=25.323,UVB1=0.113,UVB2=0.011,UVB3=0.094,UVB4=0.023,SR4=745.638,SR5=205.165,SR6=963.051,SR7=205.931,AntHeight=363,GeoidHeight=21
2009.05.05 06:48:30,GPSD=050509,GPST=064829.000,LAT=6748.5326,NS=N,LONG=2720.9357,EW=E,T=0.00,U=88.5,T1=24.910,T2=24.895,T3=25.097,T4=25.385,UVB1=0.118,UVB2=0.040,UVB3=0.103,UVB4=0.056,SR4=620.854,SR5=391.192,SR6=910.229,SR7=376.647,AntHeight=370,GeoidHeight=21
2009.05.05 06:48:40,GPSD=050509,GPST=064839.000,LAT=6748.7564,NS=N,LONG=2721.0970,EW=E,T=-0.04,U=88.0,T1=24.926,T2=24.834,T3=24.960,T4=25.446,UVB1=0.117,UVB2=0.023,UVB3=0.097,UVB4=0.033,SR4=722.671,SR5=316.169,SR6=931.664,SR7=318.465,AntHeight=368,GeoidHeight=21
2009.05.05 06:48:50,GPSD=050509,GPST=064849.000,LAT=6748.9813,NS=N,LONG=2721.2529,EW=E,T=-0.09,U=88.1,T1=24.945,T2=25.040,T3=24.826,T4=24.988,UVB1=0.118,UVB2=0.018,UVB3=0.105,UVB4=0.021,SR4=837.503,SR5=316.934,SR6=1122.284,SR7=310.810,AntHeight=362,GeoidHeight=21
2009.05.05 06:49:00,GPSD=050509,GPST=064859.000,LAT=6749.2077,NS=N,LONG=2721.4150,EW=E,T=-0.11,U=88.1,T1=24.960,T2=25.204,T3=24.868,T4=24.988,UVB1=0.117,UVB2=0.018,UVB3=0.101,UVB4=0.022,SR4=781.618,SR5=284.782,SR6=1109.270,SR7=286.313,AntHeight=364,GeoidHeight=21
2009.05.05 06:49:10,GPSD=050509,GPST=064909.000,LAT=6749.4423,NS=N,LONG=2721.5740,EW=E,T=-0.17,U=88.0,T1=24.971,T2=25.181,T3=25.002,T4=25.018,UVB1=0.117,UVB2=0.025,UVB3=0.109,UVB4=0.030,SR4=793.867,SR5=404.972,SR6=1296.828,SR7=398.082,AntHeight=366,GeoidHeight=21
2009.05.05 06:49:20,GPSD=050509,GPST=064919.000,LAT=6749.6707,NS=N,LONG=2721.7350,EW=E,T=-0.19,U=87.8,T1=24.983,T2=24.937,T3=25.090,T4=24.988,UVB1=0.120,UVB2=0.026,UVB3=0.106,UVB4=0.033,SR4=742.575,SR5=431.000,SR6=1147.547,SR7=434.828,AntHeight=370,GeoidHeight=21
2009.05.05 06:49:30,GPSD=050509,GPST=064929.000,LAT=6749.9026,NS=N,LONG=2721.8788,EW=E,T=-0.19,U=88.0,T1=24.994,T2=24.788,T3=25.128,T4=24.927,UVB1=0.122,UVB2=0.033,UVB3=0.103,UVB4=0.040,SR4=764.776,SR5=392.723,SR6=1076.352,SR7=394.254,AntHeight=374,GeoidHeight=21
2009.05.05 06:49:40,GPSD=050509,GPST=064939.000,LAT=6750.1301,NS=N,LONG=2722.0116,EW=E,T=-0.21,U=87.9,T1=25.002,T2=25.002,T3=25.067,T4=24.835,UVB1=0.122,UVB2=0.030,UVB3=0.107,UVB4=0.032,SR4=881.138,SR5=444.014,SR6=1123.815,SR7=439.421,AntHeight=379,GeoidHeight=21
2009.05.05 06:49:50,GPSD=050509,GPST=064949.000,LAT=6750.3190,NS=N,LONG=2722.1679,EW=E,T=-0.25,U=88.3,T1=25.002,T2=25.177,T3=24.929,T4=24.805,UVB1=0.137,UVB2=0.033,UVB3=0.137,UVB4=0.043,SR4=1072.524,SR5=618.558,SR6=2056.245,SR7=616.261,AntHeight=373,GeoidHeight=21
2009.05.05 06:50:00,GPSD=050509,GPST=064959.000,LAT=6750.3414,NS=N,LONG=2722.4731,EW=E,T=-0.31,U=88.1,T1=25.032,T2=25.204,T3=24.811,T4=24.774,UVB1=0.151,UVB2=0.033,UVB3=0.104,UVB4=0.051,SR4=1357.305,SR5=663.725,SR6=1569.360,SR7=688.222,AntHeight=350,GeoidHeight=21
2009.05.05 06:50:10,GPSD=050509,GPST=065009.000,LAT=6750.2456,NS=N,LONG=2722.4664,EW=E,T=-0.33,U=88.4,T1=25.025,T2=24.998,T3=24.884,T4=24.805,UVB1=0.144,UVB2=0.044,UVB3=0.097,UVB4=0.057,SR4=1198.838,SR5=641.524,SR6=894.918,SR7=663.725,AntHeight=300,GeoidHeight=21
2009.05.05 06:50:20,GPSD=050509,GPST=065019.000,LAT=6750.2632,NS=N,LONG=2722.3476,EW=E,T=-0.37,U=88.9,T1=25.013,T2=24.792,T3=25.025,T4=25.293,UVB1=0.135,UVB2=0.042,UVB3=0.120,UVB4=0.060,SR4=1066.400,SR5=641.524,SR6=1398.645,SR7=651.476,AntHeight=277,GeoidHeight=21
2009.05.05 06:50:30,GPSD=050509,GPST=065029.000,LAT=6750.2592,NS=N,LONG=2722.4019,EW=E,T=-0.37,U=89.2,T1=24.994,T2=24.941,T3=25.101,T4=25.354,UVB1=0.140,UVB2=0.048,UVB3=0.114,UVB4=0.065,SR4=1215.680,SR5=682.863,SR6=1303.718,SR7=688.988,AntHeight=279,GeoidHeight=21
2009.05.05 06:50:40,GPSD=050509,GPST=065039.000,LAT=6750.2604,NS=N,LONG=2722.3957,EW=E,T=-0.39,U=89.5,T1=24.979,T2=25.147,T3=25.132,T4=25.415,UVB1=0.141,UVB2=0.046,UVB3=0.112,UVB4=0.064,SR4=1207.259,SR5=692.050,SR6=1256.254,SR7=700.471,AntHeight=287,GeoidHeight=21
2009.05.05 06:50:50,GPSD=050509,GPST=065049.000,LAT=6750.2646,NS=N,LONG=2722.3723,EW=E,T=-0.39,U=89.6,T1=24.956,T2=25.219,T3=25.059,T4=25.476,UVB1=0.142,UVB2=0.045,UVB3=0.114,UVB4=0.062,SR4=1221.039,SR5=663.725,SR6=1257.785,SR7=663.725,AntHeight=320,GeoidHeight=21
2009.05.05 06:51:00,GPSD=050509,GPST=065059.000,LAT=6750.2636,NS=N,LONG=2722.3596,EW=E,T=-0.41,U=89.7,T1=24.941,T2=25.055,T3=24.910,T4=25.049,UVB1=0.142,UVB2=0.044,UVB3=0.118,UVB4=0.049,SR4=1234.053,SR5=655.304,SR6=1345.822,SR7=659.131,AntHeight=369,GeoidHeight=21
2009.05.05 06:51:10,GPSD=050509,GPST=065109.000,LAT=6750.2637,NS=N,LONG=2722.3463,EW=E,T=-0.46,U=89.1,T1=24.891,T2=24.811,T3=24.811,T4=25.049,UVB1=0.144,UVB2=0.042,UVB3=0.121,UVB4=0.048,SR4=1348.884,SR5=646.883,SR6=1497.400,SR7=659.897,AntHeight=414,GeoidHeight=21
2009.05.05 06:51:20,GPSD=050509,GPST=065119.000,LAT=6750.2668,NS=N,LONG=2722.3384,EW=E,T=-0.60,U=88.6,T1=24.884,T2=24.895,T3=24.903,T4=25.018,UVB1=0.144,UVB2=0.041,UVB3=0.119,UVB4=0.048,SR4=1309.842,SR5=635.400,SR6=1436.922,SR7=650.710,AntHeight=454,GeoidHeight=21
2009.05.05 06:51:30,GPSD=050509,GPST=065129.000,LAT=6750.2689,NS=N,LONG=2722.3600,EW=E,T=-0.72,U=88.4,T1=24.872,T2=25.139,T3=25.051,T4=24.957,UVB1=0.149,UVB2=0.041,UVB3=0.122,UVB4=0.048,SR4=1366.492,SR5=639.227,SR6=1456.826,SR7=646.883,AntHeight=481,GeoidHeight=21
2009.05.05 06:51:40,GPSD=050509,GPST=065139.000,LAT=6750.3066,NS=N,LONG=2722.4645,EW=E,T=-0.85,U=88.2,T1=24.872,T2=25.223,T3=25.116,T4=24.896,UVB1=0.120,UVB2=0.041,UVB3=0.120,UVB4=0.047,SR4=998.266,SR5=646.883,SR6=1479.027,SR7=651.476,AntHeight=460,GeoidHeight=21
2009.05.05 06:51:50,GPSD=050509,GPST=065149.000,LAT=6750.4883,NS=N,LONG=2722.6244,EW=E,T=-0.89,U=89.0,T1=24.876,T2=25.109,T3=25.124,T4=24.835,UVB1=0.129,UVB2=0.030,UVB3=0.125,UVB4=0.036,SR4=964.583,SR5=502.195,SR6=1557.877,SR7=515.210,AntHeight=413,GeoidHeight=21
2009.05.05 06:52:00,GPSD=050509,GPST=065159.000,LAT=6750.6893,NS=N,LONG=2722.7733,EW=E,T=-0.85,U=90.0,T1=24.891,T2=24.842,T3=25.029,T4=24.774,UVB1=0.121,UVB2=0.031,UVB3=0.116,UVB4=0.038,SR4=986.783,SR5=631.572,SR6=1543.332,SR7=640.758,AntHeight=384,GeoidHeight=21
2009.05.05 06:52:10,GPSD=050509,GPST=065209.000,LAT=6750.8954,NS=N,LONG=2722.8823,EW=E,T=-0.78,U=90.5,T1=24.903,T2=24.861,T3=24.880,T4=24.774,UVB1=0.116,UVB2=0.025,UVB3=0.107,UVB4=0.032,SR4=984.487,SR5=527.458,SR6=1499.696,SR7=541.238,AntHeight=366,GeoidHeight=21
2009.05.05 06:52:20,GPSD=050509,GPST=065219.000,LAT=6751.1127,NS=N,LONG=2722.9529,EW=E,T=-0.72,U=90.7,T1=24.922,T2=25.097,T3=24.807,T4=25.232,UVB1=0.116,UVB2=0.025,UVB3=0.107,UVB4=0.043,SR4=996.735,SR5=519.037,SR6=1469.075,SR7=522.865,AntHeight=361,GeoidHeight=21
2009.05.05 06:52:30,GPSD=050509,GPST=065229.000,LAT=6751.3393,NS=N,LONG=2723.0070,EW=E,T=-0.66,U=90.9,T1=24.937,T2=25.219,T3=24.933,T4=25.323,UVB1=0.116,UVB2=0.029,UVB3=0.105,UVB4=0.049,SR4=995.204,SR5=554.252,SR6=1340.464,SR7=570.329,AntHeight=357,GeoidHeight=21
2009.05.05 06:52:40,GPSD=050509,GPST=065239.000,LAT=6751.5648,NS=N,LONG=2723.0690,EW=E,T=-0.60,U=91.2,T1=24.956,T2=25.143,T3=25.078,T4=25.385,UVB1=0.118,UVB2=0.032,UVB3=0.107,UVB4=0.053,SR4=987.549,SR5=572.625,SR6=1335.870,SR7=584.874,AntHeight=354,GeoidHeight=21
2009.05.05 06:52:50,GPSD=050509,GPST=065249.000,LAT=6751.7949,NS=N,LONG=2723.1366,EW=E,T=-0.56,U=91.2,T1=24.975,T2=24.891,T3=25.120,T4=25.415,UVB1=0.119,UVB2=0.039,UVB3=0.105,UVB4=0.057,SR4=1020.467,SR5=646.117,SR6=1338.167,SR7=644.586,AntHeight=350,GeoidHeight=21
2009.05.05 06:53:00,GPSD=050509,GPST=065259.000,LAT=6752.0234,NS=N,LONG=2723.2112,EW=E,T=-0.50,U=91.2,T1=24.987,T2=24.834,T3=25.112,T4=25.049,UVB1=0.113,UVB2=0.022,UVB3=0.096,UVB4=0.023,SR4=979.893,SR5=485.353,SR6=1183.527,SR7=491.478,AntHeight=348,GeoidHeight=21
2009.05.05 06:53:10,GPSD=050509,GPST=065309.000,LAT=6752.2514,NS=N,LONG=2723.2861,EW=E,T=-0.46,U=91.3,T1=24.994,T2=25.051,T3=25.006,T4=25.049,UVB1=0.112,UVB2=0.025,UVB3=0.095,UVB4=0.032,SR4=896.449,SR5=401.144,SR6=1087.069,SR7=404.972,AntHeight=341,GeoidHeight=21
2009.05.05 06:53:20,GPSD=050509,GPST=065319.000,LAT=6752.4824,NS=N,LONG=2723.3690,EW=E,T=-0.41,U=91.5,T1=25.002,T2=25.204,T3=24.861,T4=25.018,UVB1=0.116,UVB2=0.017,UVB3=0.099,UVB4=0.025,SR4=917.119,SR5=434.828,SR6=1077.117,SR7=438.655,AntHeight=337,GeoidHeight=21
2009.05.05 06:53:30,GPSD=050509,GPST=065329.000,LAT=6752.7154,NS=N,LONG=2723.3848,EW=E,T=-0.37,U=91.5,T1=25.002,T2=25.177,T3=24.811,T4=24.988,UVB1=0.103,UVB2=0.030,UVB3=0.101,UVB4=0.037,SR4=881.904,SR5=483.057,SR6=1139.126,SR7=486.885,AntHeight=340,GeoidHeight=21
2009.05.05 06:53:40,GPSD=050509,GPST=065339.000,LAT=6752.8839,NS=N,LONG=2722.9044,EW=E,T=-0.33,U=91.5,T1=25.040,T2=24.941,T3=24.952,T4=24.927,UVB1=0.113,UVB2=0.029,UVB3=0.102,UVB4=0.045,SR4=862.000,SR5=583.343,SR6=1061.041,SR7=617.027,AntHeight=347,GeoidHeight=21
2009.05.05 06:53:50,GPSD=050509,GPST=065349.000,LAT=6752.9686,NS=N,LONG=2722.2475,EW=E,T=-0.27,U=91.5,T1=25.029,T2=24.788,T3=25.090,T4=24.896,UVB1=0.134,UVB2=0.035,UVB3=0.112,UVB4=0.045,SR4=1090.131,SR5=565.735,SR6=1168.217,SR7=586.405,AntHeight=348,GeoidHeight=21
2009.05.05 06:54:00,GPSD=050509,GPST=065359.000,LAT=6753.0170,NS=N,LONG=2721.5493,EW=E,T=-0.27,U=91.5,T1=25.017,T2=24.994,T3=25.128,T4=24.805,UVB1=0.119,UVB2=0.028,UVB3=0.098,UVB4=0.040,SR4=1074.055,SR5=538.176,SR6=1159.796,SR7=557.314,AntHeight=343,GeoidHeight=21
2009.05.05 06:54:10,GPSD=050509,GPST=065409.000,LAT=6753.0575,NS=N,LONG=2720.8435,EW=E,T=-0.23,U=91.6,T1=25.002,T2=25.181,T3=25.105,T4=24.774,UVB1=0.119,UVB2=0.023,UVB3=0.096,UVB4=0.029,SR4=1014.343,SR5=442.483,SR6=1054.916,SR7=468.512,AntHeight=344,GeoidHeight=21
2009.05.05 06:54:20,GPSD=050509,GPST=065419.000,LAT=6753.0994,NS=N,LONG=2720.1338,EW=E,T=-0.21,U=91.6,T1=24.983,T2=25.208,T3=24.987,T4=24.774,UVB1=0.109,UVB2=0.023,UVB3=0.088,UVB4=0.024,SR4=969.176,SR5=475.401,SR6=982.956,SR7=479.229,AntHeight=345,GeoidHeight=21
2009.05.05 06:54:30,GPSD=050509,GPST=065429.000,LAT=6753.1391,NS=N,LONG=2719.4310,EW=E,T=-0.17,U=91.4,T1=24.964,T2=25.002,T3=24.845,T4=25.293,UVB1=0.109,UVB2=0.031,UVB3=0.090,UVB4=0.043,SR4=871.186,SR5=426.407,SR6=906.401,SR7=431.000,AntHeight=345,GeoidHeight=21
2009.05.05 06:54:40,GPSD=050509,GPST=065439.000,LAT=6753.1725,NS=N,LONG=2718.7256,EW=E,T=-0.17,U=91.6,T1=24.945,T2=24.792,T3=24.823,T4=25.354,UVB1=0.117,UVB2=0.038,UVB3=0.095,UVB4=0.051,SR4=875.014,SR5=453.201,SR6=936.257,SR7=463.918,AntHeight=344,GeoidHeight=21
